TRILEGAL simulation: output445007434654 
Source:7
w:22.282799999999998
u:26.149
g:23.912
r:22.934
i:22.565
z:22.39
y:22.28
Microlensing event parameters:
t0:2463209.497026426
u0:0.5384963319145633
tE:120.36462817633613
rho:5.626173252730628
s:0.5441935704027236
q:0.5011209625394742
alpha:0.1441022667195231
piEN:-0.18491065891963493
piEE:0.5704608756459055

band,mjd,mag,magerr,m5
w, 2461509.315911933, 22.87451147386447, 0.01730380501072734, 27.6
w, 2461509.3263285994, 22.876167401289823, 0.017317005626768564, 27.6
w, 2461509.336745266, 22.839239579828575, 0.017025004437041573, 27.6
w, 2461509.3471619324, 22.88004108197038, 0.017347924931936733, 27.6
w, 2461509.357578599, 22.840307955024016, 0.01703338288461421, 27.6
w, 2461509.3679952654, 22.85429335588593, 0.01714344067844418, 27.6
w, 2461509.378411932, 22.853752111505447, 0.017139168169797526, 27.6
w, 2461509.3888285984, 22.835508523906867, 0.01699577694005991, 27.6
w, 2461509.399245265, 22.859720691379987, 0.017186342248727622, 27.6
w, 2461509.4096619315, 22.849162395487273, 0.01710298035585468, 27.6
w, 2461509.420078598, 22.84164490409673, 0.017043873359763144, 27.6
w, 2461509.4304952645, 22.873133460981485, 0.017292827527537406, 27.6
w, 2461509.440911931, 22.87644363490148, 0.01731920866801236, 27.6
w, 2461509.4513285975, 22.86599585213469, 0.017236079486623413, 27.6
w, 2461509.461745264, 22.858089640189785, 0.0171734379729134, 27.6
w, 2461509.4721619305, 22.86681703170599, 0.017242598838613444, 27.6
w, 2461509.482578597, 22.881427895551138, 0.017359007744625322, 27.6
w, 2461509.4929952635, 22.88309441346046, 0.01737233519975138, 27.6
w, 2461509.50341193, 22.849162395487273, 0.01710298035585468, 27.6
w, 2461509.5138285966, 22.88532042388604, 0.017390152984126845, 27.6
w, 2461509.524245263, 22.84727813731426, 0.017088145973224427, 27.6
w, 2461509.5346619296, 22.85429335588593, 0.01714344067844418, 27.6
w, 2461509.545078596, 22.875063169102337, 0.017308201861264763, 27.6
w, 2461509.5554952626, 22.858089640189785, 0.0171734379729134, 27.6
w, 2461509.565911929, 22.857818036384803, 0.01717129008497142, 27.6
w, 2461509.5763285956, 22.864355353905555, 0.01722306293638171, 27.6
w, 2461509.586745262, 22.870932271773896, 0.01727530692777284, 27.6
w, 2461509.5971619287, 22.847009224320995, 0.017086029925173066, 27.6
w, 2461509.607578595, 22.850510299080327, 0.017113600028008578, 27.6
w, 2461509.6179952617, 22.845934237891832, 0.01707757358715191, 27.6
w, 2461509.628411928, 22.87948685214479, 0.017343497746734632, 27.6
w, 2461509.6388285947, 22.88253862322321, 0.017367889304553883, 27.6
w, 2461509.649245261, 22.864628598201637, 0.01722523031359238, 27.6
w, 2461509.6596619277, 22.88309441346046, 0.01737233519975138, 27.6
w, 2461509.6700785942, 22.84405556891901, 0.01706280515951958, 27.6
w, 2461509.6804952607, 22.8591767353542, 0.01718203759186643, 27.6
w, 2461509.6909119273, 22.844591999861127, 0.017067020800142156, 27.6
w, 2461509.701328594, 22.85564764844615, 0.017154135944740287, 27.6
w, 2461509.7117452603, 22.87561514481568, 0.017312602065190245, 27.6
w, 2461509.722161927, 22.853752111505447, 0.017139168169797526, 27.6
w, 2461509.7325785933, 22.910967818804128, 0.01759676691955565, 27.6
w, 2461509.74299526, 22.87065743663643, 0.017273120595178146, 27.6
w, 2461509.7534119263, 22.875063169102337, 0.017308201861264763, 27.6
w, 2461509.763828593, 22.892586639249156, 0.017448441658277712, 27.6
w, 2461509.7742452594, 22.829142107201395, 0.016946020960330564, 27.6
w, 2461509.784661926, 22.828613253705914, 0.016941894326649425, 27.6
w, 2461509.7950785924, 22.86983334839591, 0.01726656657460634, 27.6
w, 2461509.805495259, 22.868187046026264, 0.017253480883772813, 27.6
w, 2461509.8159119254, 22.83897265021328, 0.017022911756259647, 27.6
w, 2461509.826328592, 22.853752111505447, 0.017139168169797526, 27.6
w, 2461509.8367452584, 22.83126010095719, 0.01696255770099189, 27.6
w, 2461509.847161925, 22.88004108197038, 0.017347924931936733, 27.6
w, 2461509.8575785914, 22.86928430352719, 0.01726220136999237, 27.6
w, 2461509.867995258, 22.870932271773896, 0.01727530692777284, 27.6
w, 2461509.8784119245, 22.847547116927863, 0.017090262807667133, 27.6
w, 2461509.888828591, 22.836573232209656, 0.01700411228972239, 27.6
w, 2461509.8992452575, 22.88504192287008, 0.017387922762510218, 27.6
w, 2461509.909661924, 22.878932905089528, 0.017339073949252454, 27.6
w, 2461509.9200785905, 22.887551007525776, 0.017408025705168917, 27.6
w, 2461509.930495257, 22.860264920065447, 0.017190650142578645, 27.6
w, 2461509.9409119235, 22.87258274516711, 0.01728844238038245, 27.6
w, 2461509.95132859, 22.86928430352719, 0.01726220136999237, 27.6
w, 2461509.9617452566, 22.84244786447211, 0.017050176956117397, 27.6
w, 2461509.972161923, 22.850240584458458, 0.017111474511012487, 27.6
w, 2461509.9825785896, 22.833382234454206, 0.016979142948367196, 27.6
w, 2461509.992995256, 22.852940750497638, 0.017132765392099545, 27.6
w, 2461510.0034119226, 22.864355353905555, 0.01722306293638171, 27.6
w, 2461510.013828589, 22.874787286441784, 0.017306003017088796, 27.6
w, 2461510.0242452556, 22.88309441346046, 0.01737233519975138, 27.6
w, 2461510.034661922, 22.853752111505447, 0.017139168169797526, 27.6
w, 2461510.0450785886, 22.858089640189785, 0.0171734379729134, 27.6
w, 2461510.055495255, 22.853752111505447, 0.017139168169797526, 27.6
w, 2461510.0659119217, 22.833382234454206, 0.016979142948367196, 27.6
w, 2461510.076328588, 22.812345273024302, 0.016815445291909946, 27.6
w, 2461510.0867452547, 22.865722263572135, 0.0172339080120338, 27.6
w, 2461510.097161921, 22.869009885174975, 0.017260020008845106, 27.6
w, 2461510.1075785877, 22.849431842369103, 0.017105102708702195, 27.6
w, 2461510.117995254, 22.866269509654668, 0.01723825178223814, 27.6
w, 2461510.1284119207, 22.87671993881053, 0.017321412550272097, 27.6
w, 2461510.1388285873, 22.864901911281688, 0.01722739850924746, 27.6
w, 2461510.1492452538, 22.878932905089528, 0.017339073949252454, 27.6
w, 2461510.1596619203, 22.847547116927863, 0.017090262807667133, 27.6
w, 2461510.170078587, 22.894832216481408, 0.017466494887792047, 27.6
w, 2461510.1804952533, 22.886435142880014, 0.01739908245993178, 27.6
w, 2461510.19091192, 22.855376654758295, 0.017151995290093563, 27.6
w, 2461510.2013285863, 22.859720691379987, 0.017186342248727622, 27.6
w, 2461510.211745253, 22.853211136803296, 0.01713489885395852, 27.6
w, 2461510.2221619193, 22.85863305171502, 0.01717773616794326, 27.6
w, 2461510.232578586, 22.873960058817193, 0.017299411509320812, 27.6
w, 2461510.2429952524, 22.863263063869002, 0.017214401601694466, 27.6
w, 2461510.253411919, 22.817828141547537, 0.01685795716991725, 27.6
w, 2461510.2638285854, 22.830465369040706, 0.016956350751573496, 27.6
w, 2461510.274245252, 22.847009224320995, 0.017086029925173066, 27.6
w, 2461510.2846619184, 22.872032308549617, 0.01728406056751765, 27.6
w, 2461510.295078585, 22.85185987812887, 0.01712423950682805, 27.6
w, 2461510.3054952514, 22.85078008072037, 0.01711572633727043, 27.6
w, 2461510.315911918, 22.87010797498262, 0.01726875041911954, 27.6
w, 2461510.3263285845, 22.83790558751829, 0.017014548743347017, 27.6
w, 2461510.336745251, 22.862444566879798, 0.017207914169166477, 27.6
w, 2461510.3471619175, 22.884206848193795, 0.017381237242456927, 27.6
w, 2461510.357578584, 22.87451147386447, 0.01730380501072734, 27.6
w, 2461510.3679952505, 22.847547116927863, 0.017090262807667133, 27.6
w, 2461510.378411917, 22.841109926897058, 0.01703967484427642, 27.6
w, 2461510.3888285835, 22.86135419650972, 0.017199275657492987, 27.6
w, 2461510.39924525, 22.853211136803296, 0.01713489885395852, 27.6
w, 2461510.4096619166, 22.834179105098972, 0.01698537497021345, 27.6
w, 2461510.420078583, 22.88253862322321, 0.017367889304553883, 27.6
w, 2461510.4304952496, 22.86544874393226, 0.01723173735795226, 27.6
w, 2461510.440911916, 22.88059559485514, 0.017352355509184795, 27.6
w, 2461510.4513285826, 22.836573232209656, 0.01700411228972239, 27.6
w, 2461510.461745249, 22.84271564994757, 0.01705227970965022, 27.6
w, 2461510.4721619156, 22.864628598201637, 0.01722523031359238, 27.6
w, 2461510.482578582, 22.841109926897058, 0.01703967484427642, 27.6
w, 2461510.4929952486, 22.818351766445442, 0.016862022757139005, 27.6
w, 2461510.503411915, 22.84512869596932, 0.017071239566935088, 27.6
w, 2461510.5138285817, 22.864355353905555, 0.01722306293638171, 27.6
w, 2461510.524245248, 22.877272757664, 0.0173258228399808, 27.6
w, 2461510.5346619147, 22.864628598201637, 0.01722523031359238, 27.6
w, 2461510.545078581, 22.856461035577283, 0.017160562720842657, 27.6
w, 2461510.5554952477, 22.850240584458458, 0.017111474511012487, 27.6
w, 2461510.565911914, 22.83977363601483, 0.017029192114988816, 27.6
w, 2461510.5763285807, 22.837372449179682, 0.017010371856394833, 27.6
w, 2461510.5867452472, 22.872858068156987, 0.017290634536909412, 27.6
w, 2461510.5971619138, 22.87065743663643, 0.017273120595178146, 27.6
w, 2461510.6075785803, 22.88671400154464, 0.017401316978975206, 27.6
w, 2461510.617995247, 22.830200587621334, 0.016954283282108816, 27.6
w, 2461510.6284119133, 22.86681703170599, 0.017242598838613444, 27.6
w, 2461510.63882858, 22.852940750497638, 0.017132765392099545, 27.6
w, 2461510.6492452463, 22.86517529318034, 0.017229567523862194, 27.6
w, 2461510.659661913, 22.888109370204454, 0.017412502502389685, 27.6
w, 2461510.6700785793, 22.850510299080327, 0.017113600028008578, 27.6
w, 2461510.680495246, 22.85212999535996, 0.01712636978481189, 27.6
w, 2461510.6909119124, 22.829671218422764, 0.016950150610924416, 27.6
w, 2461510.701328579, 22.895394337231604, 0.01747101695774168, 27.6
w, 2461510.7117452454, 22.864628598201637, 0.01722523031359238, 27.6
w, 2461510.722161912, 22.839239579828575, 0.017025004437041573, 27.6
w, 2461510.7325785784, 22.86983334839591, 0.01726656657460634, 27.6
w, 2461510.742995245, 22.83790558751829, 0.017014548743347017, 27.6
w, 2461510.7534119114, 22.864082178358824, 0.017220896377100683, 27.6
w, 2461510.763828578, 22.872858068156987, 0.017290634536909412, 27.6
w, 2461510.7742452445, 22.853752111505447, 0.017139168169797526, 27.6
w, 2461510.784661911, 22.85863305171502, 0.01717773616794326, 27.6
w, 2461510.7950785775, 22.867912904829314, 0.01725130282646643, 27.6
w, 2461510.805495244, 22.86162668646089, 0.017201434065690913, 27.6
w, 2461510.8159119105, 22.826764292443283, 0.0169274748140015, 27.6
w, 2461510.826328577, 22.855918709789403, 0.017156277401080288, 27.6
w, 2461510.8367452435, 22.874235731334796, 0.017301607841648494, 27.6
w, 2461510.84716191, 22.84727813731426, 0.017088145973224427, 27.6
w, 2461510.8575785765, 22.869009885174975, 0.017260020008845106, 27.6
w, 2461510.867995243, 22.86928430352719, 0.01726220136999237, 27.6
w, 2461510.8784119096, 22.903577962704166, 0.01753698418568248, 27.6
w, 2461510.888828576, 22.856189838821845, 0.01715841965961409, 27.6
w, 2461510.8992452426, 22.85863305171502, 0.01717773616794326, 27.6
w, 2461510.909661909, 22.878656037510634, 0.01733686331955657, 27.6
w, 2461510.9200785756, 22.896238064411552, 0.017477806653039534, 27.6
w, 2461510.930495242, 22.872307491976446, 0.01728625105742791, 27.6
w, 2461510.9409119086, 22.88087295753509, 0.01735457207118006, 27.6
w, 2461510.951328575, 22.857546500506242, 0.017169143002739213, 27.6
w, 2461510.9617452417, 22.85727503252014, 0.01716699672571317, 27.6
w, 2461510.972161908, 22.851049929411893, 0.01711785343929036, 27.6
w, 2461510.9825785747, 22.847009224320995, 0.017086029925173066, 27.6
w, 2461510.992995241, 22.84137738254683, 0.017041773714130324, 27.6
w, 2461511.0034119077, 22.85078008072037, 0.01711572633727043, 27.6
w, 2461511.013828574, 22.88727193383069, 0.017405788601040275, 27.6
w, 2461511.0242452407, 22.89090549898333, 0.01743493841235602, 27.6
w, 2461511.0346619072, 22.83977363601483, 0.017029192114988816, 27.6
w, 2461511.0450785737, 22.878379240516207, 0.017334653535171895, 27.6
w, 2461511.0554952403, 22.830730215048792, 0.01695841897756784, 27.6
w, 2461511.065911907, 22.86517529318034, 0.017229567523862194, 27.6
w, 2461511.0763285733, 22.88365048835341, 0.017376784510926845, 27.6
w, 2461511.08674524, 22.85212999535996, 0.01712636978481189, 27.6
w, 2461511.0971619063, 22.874787286441784, 0.017306003017088796, 27.6
w, 2461511.107578573, 22.872307491976446, 0.01728625105742791, 27.6
w, 2461511.1179952393, 22.85456407928959, 0.017145578131314333, 27.6
w, 2461511.128411906, 22.84191249157923, 0.017045973781652908, 27.6
w, 2461511.1388285724, 22.864082178358824, 0.017220896377100683, 27.6
w, 2461511.149245239, 22.861081774928874, 0.017197118061591944, 27.6
w, 2461511.1596619054, 22.88671400154464, 0.017401316978975206, 27.6
w, 2461511.170078572, 22.871482150846045, 0.017279682084719715, 27.6
w, 2461511.1804952384, 22.84781616319482, 0.017092380428988398, 27.6
w, 2461511.190911905, 22.858089640189785, 0.0171734379729134, 27.6
w, 2461511.2013285714, 22.847547116927863, 0.017090262807667133, 27.6
w, 2461511.211745238, 22.872032308549617, 0.01728406056751765, 27.6
w, 2461511.2221619044, 22.87258274516711, 0.01728844238038245, 27.6
w, 2461511.232578571, 22.84244786447211, 0.017050176956117397, 27.6
w, 2461511.2429952375, 22.85429335588593, 0.01714344067844418, 27.6
w, 2461511.253411904, 22.87671993881053, 0.017321412550272097, 27.6
w, 2461511.2638285705, 22.862990162974075, 0.017212238308993284, 27.6
w, 2461511.274245237, 22.8758912379398, 0.017314803426005956, 27.6
w, 2461511.2846619035, 22.863809071526855, 0.017218730635234974, 27.6
w, 2461511.29507857, 22.858361311955182, 0.01717558666706918, 27.6
w, 2461511.3054952365, 22.880318303012295, 0.017350139796284338, 27.6
w, 2461511.315911903, 22.839239579828575, 0.017025004437041573, 27.6
w, 2461511.3263285696, 22.862444566879798, 0.017207914169166477, 27.6
w, 2461511.336745236, 22.87561514481568, 0.017312602065190245, 27.6
w, 2461511.3471619026, 22.84808527614818, 0.017094498837675838, 27.6
w, 2461511.357578569, 22.868461256459533, 0.01725565976625719, 27.6
w, 2461511.3679952356, 22.852940750497638, 0.017132765392099545, 27.6
w, 2461511.378411902, 22.857818036384803, 0.01717129008497142, 27.6
w, 2461511.3888285686, 22.852670431510866, 0.017130632726952536, 27.6
w, 2461511.399245235, 22.867364830004572, 0.017246949185305244, 27.6
w, 2461511.4096619016, 22.82623659561406, 0.01692336171108232, 27.6
w, 2461511.420078568, 22.856189838821845, 0.01715841965961409, 27.6
w, 2461511.4304952347, 22.855376654758295, 0.017151995290093563, 27.6
w, 2461511.440911901, 22.867364830004572, 0.017246949185305244, 27.6
w, 2461511.4513285677, 22.863263063869002, 0.017214401601694466, 27.6
w, 2461511.461745234, 22.856461035577283, 0.017160562720842657, 27.6
w, 2461511.4721619007, 22.893147598292767, 0.01745294971717176, 27.6
w, 2461511.482578567, 22.862717330655826, 0.017210075831654643, 27.6
w, 2461511.4929952337, 22.868735536164102, 0.017257839474440748, 27.6
w, 2461511.5034119003, 22.877272757664, 0.0173258228399808, 27.6
w, 2461511.5138285668, 22.874787286441784, 0.017306003017088796, 27.6
w, 2461511.5242452333, 22.876167401289823, 0.017317005626768564, 27.6
w, 2461511.5346619, 22.858089640189785, 0.0171734379729134, 27.6
w, 2461511.5450785663, 22.898773187068794, 0.017498223333357262, 27.6
w, 2461511.555495233, 22.901879730546533, 0.017523274489109595, 27.6
w, 2461511.5659118993, 22.84808527614818, 0.017094498837675838, 27.6
w, 2461511.576328566, 22.864355353905555, 0.01722306293638171, 27.6
w, 2461511.5867452323, 22.88922695775013, 0.017421466468235634, 27.6
w, 2461511.597161899, 22.855376654758295, 0.017151995290093563, 27.6
w, 2461511.6075785654, 22.833913416561064, 0.01698329686719347, 27.6
w, 2461511.617995232, 22.87976393169325, 0.017345710915600495, 27.6
w, 2461511.6284118984, 22.871207176498682, 0.01727749409077809, 27.6
w, 2461511.638828565, 22.85944867930171, 0.017184189515926703, 27.6
w, 2461511.6492452314, 22.82412836931135, 0.016906939231026884, 27.6
w, 2461511.659661898, 22.849431842369103, 0.017105102708702195, 27.6
w, 2461511.6700785644, 22.847547116927863, 0.017090262807667133, 27.6
w, 2461511.680495231, 22.869009885174975, 0.017260020008845106, 27.6
w, 2461511.6909118975, 22.87451147386447, 0.01730380501072734, 27.6
w, 2461511.701328564, 22.855918709789403, 0.017156277401080288, 27.6
w, 2461511.7117452305, 22.85185987812887, 0.01712423950682805, 27.6
w, 2461511.722161897, 22.863536033375095, 0.017216565710270706, 27.6
w, 2461511.7325785635, 22.857546500506242, 0.017169143002739213, 27.6
w, 2461511.74299523, 22.872032308549617, 0.01728406056751765, 27.6
w, 2461511.7534118965, 22.86135419650972, 0.017199275657492987, 27.6
w, 2461511.763828563, 22.857818036384803, 0.01717129008497142, 27.6
w, 2461511.7742452295, 22.862990162974075, 0.017212238308993284, 27.6
w, 2461511.784661896, 22.819399774446463, 0.016870162763771533, 27.6
w, 2461511.7950785626, 22.823338838646503, 0.016900793115380824, 27.6
w, 2461511.805495229, 22.863809071526855, 0.017218730635234974, 27.6
w, 2461511.8159118956, 22.86544874393226, 0.01723173735795226, 27.6
w, 2461511.826328562, 22.85727503252014, 0.01716699672571317, 27.6
w, 2461511.8367452286, 22.87948685214479, 0.017343497746734632, 27.6
w, 2461511.847161895, 22.883928632636923, 0.017379010448873713, 27.6
w, 2461511.8575785616, 22.823075789292158, 0.016898745899200415, 27.6
w, 2461511.867995228, 22.846740377915076, 0.017083914663026282, 27.6
w, 2461511.8784118947, 22.84164490409673, 0.017043873359763144, 27.6
w, 2461511.888828561, 22.838705786206834, 0.017020819846972943, 27.6
w, 2461511.8992452277, 22.846740377915076, 0.017083914663026282, 27.6
w, 2461511.909661894, 22.84271564994757, 0.01705227970965022, 27.6
w, 2461511.9200785607, 22.84137738254683, 0.017041773714130324, 27.6
w, 2461511.930495227, 22.867912904829314, 0.01725130282646643, 27.6
w, 2461511.9409118937, 22.831790245598953, 0.016966699456077667, 27.6
w, 2461511.9513285602, 22.888109370204454, 0.017412502502389685, 27.6
w, 2461511.9617452268, 22.84486031475308, 0.017069129792525884, 27.6
w, 2461511.9721618933, 22.86080942168406, 0.017194961277478417, 27.6
w, 2461511.98257856, 22.864901911281688, 0.01722739850924746, 27.6
w, 2461511.9929952263, 22.848623702246375, 0.017098738019101868, 27.6
w, 2461512.003411893, 22.86955879125581, 0.01726438355840511, 27.6
w, 2461512.0138285593, 22.873960058817193, 0.017299411509320812, 27.6
w, 2461512.024245226, 22.845934237891832, 0.01707757358715191, 27.6
w, 2461512.0346618923, 22.8591767353542, 0.01718203759186643, 27.6
w, 2461512.045078559, 22.839506575084997, 0.017027097889793053, 27.6
w, 2461512.0554952254, 22.888109370204454, 0.017412502502389685, 27.6
w, 2461512.065911892, 22.85564764844615, 0.017154135944740287, 27.6
w, 2461512.0763285584, 22.8758912379398, 0.017314803426005956, 27.6
w, 2461512.086745225, 22.862990162974075, 0.017212238308993284, 27.6
w, 2461512.0971618914, 22.864355353905555, 0.01722306293638171, 27.6
w, 2461512.107578558, 22.871207176498682, 0.01727749409077809, 27.6
w, 2461512.1179952244, 22.859992771623176, 0.017188495790775894, 27.6
w, 2461512.128411891, 22.84808527614818, 0.017094498837675838, 27.6
w, 2461512.1388285575, 22.873960058817193, 0.017299411509320812, 27.6
w, 2461512.149245224, 22.837638985625052, 0.01701245991530608, 27.6
w, 2461512.1596618905, 22.855376654758295, 0.017151995290093563, 27.6
w, 2461512.170078557, 22.852940750497638, 0.017132765392099545, 27.6
w, 2461512.1804952235, 22.85510572869207, 0.017149855436640028, 27.6
w, 2461512.19091189, 22.878656037510634, 0.01733686331955657, 27.6
w, 2461512.2013285565, 22.878932905089528, 0.017339073949252454, 27.6
w, 2461512.211745223, 22.866543236166837, 0.017240424899395493, 27.6
w, 2461512.2221618895, 22.895113240477993, 0.01746875548378777, 27.6
w, 2461512.232578556, 22.876167401289823, 0.017317005626768564, 27.6
w, 2461512.2429952226, 22.85158982808277, 0.017122110023575794, 27.6
w, 2461512.253411889, 22.849701356136094, 0.01710722585185053, 27.6
w, 2461512.2638285556, 22.865722263572135, 0.0172339080120338, 27.6
w, 2461512.274245222, 22.864628598201637, 0.01722523031359238, 27.6
w, 2461512.2846618886, 22.872032308549617, 0.01728406056751765, 27.6
w, 2461512.295078555, 22.873960058817193, 0.017299411509320812, 27.6
w, 2461512.3054952216, 22.855376654758295, 0.017151995290093563, 27.6
w, 2461512.315911888, 22.863536033375095, 0.017216565710270706, 27.6
w, 2461512.3263285547, 22.881427895551138, 0.017359007744625322, 27.6
w, 2461512.336745221, 22.857546500506242, 0.017169143002739213, 27.6
w, 2461512.3471618877, 22.862444566879798, 0.017207914169166477, 27.6
w, 2461512.357578554, 22.844591999861127, 0.017067020800142156, 27.6
w, 2461512.3679952207, 22.888668020180635, 0.017416982755262593, 27.6
w, 2461512.378411887, 22.830465369040706, 0.016956350751573496, 27.6
w, 2461512.3888285537, 22.831790245598953, 0.016966699456077667, 27.6
w, 2461512.3992452202, 22.860264920065447, 0.017190650142578645, 27.6
w, 2461512.4096618867, 22.87258274516711, 0.01728844238038245, 27.6
w, 2461512.4200785533, 22.8591767353542, 0.01718203759186643, 27.6
w, 2461512.43049522, 22.848893015457417, 0.01710085879281782, 27.6
w, 2461512.4409118863, 22.886435142880014, 0.01739908245993178, 27.6
w, 2461512.451328553, 22.86517529318034, 0.017229567523862194, 27.6
w, 2461512.4617452193, 22.87258274516711, 0.01728844238038245, 27.6
w, 2461512.472161886, 22.872032308549617, 0.01728406056751765, 27.6
w, 2461512.4825785523, 22.86544874393226, 0.01723173735795226, 27.6
w, 2461512.492995219, 22.848893015457417, 0.01710085879281782, 27.6
w, 2461512.5034118854, 22.84808527614818, 0.017094498837675838, 27.6
w, 2461512.513828552, 22.864901911281688, 0.01722739850924746, 27.6
w, 2461512.5242452184, 22.88838865926188, 0.017414742196591813, 27.6
w, 2461512.534661885, 22.864355353905555, 0.01722306293638171, 27.6
w, 2461512.5450785514, 22.848623702246375, 0.017098738019101868, 27.6
w, 2461512.555495218, 22.83126010095719, 0.01696255770099189, 27.6
w, 2461512.5659118844, 22.857818036384803, 0.01717129008497142, 27.6
w, 2461512.576328551, 22.85212999535996, 0.01712636978481189, 27.6
w, 2461512.5867452174, 22.86709089630695, 0.0172447736004104, 27.6
w, 2461512.597161884, 22.858361311955182, 0.01717558666706918, 27.6
w, 2461512.6075785505, 22.853752111505447, 0.017139168169797526, 27.6
w, 2461512.617995217, 22.82597284334633, 0.016921306283648845, 27.6
w, 2461512.6284118835, 22.845397143542638, 0.017073350123853206, 27.6
w, 2461512.63882855, 22.877272757664, 0.0173258228399808, 27.6
w, 2461512.6492452165, 22.841109926897058, 0.01703967484427642, 27.6
w, 2461512.659661883, 22.86517529318034, 0.017229567523862194, 27.6
w, 2461512.6700785495, 22.877549272680078, 0.017328029248501686, 27.6
