2459312.04249116 18.768 0.132
2459312.05999628 18.553 0.12
2459312.06414655 18.742 0.144
2459312.07181604 18.574 0.106
2459316.05784911 19.349 0.215
2459316.05969624 18.927 0.206
2459316.06246143 19.461 0.254
2459316.06799281 19.553 0.42
2459320.06618818 19.526 0.184
2459320.06941341 19.655 0.191
2459320.07217662 19.813 0.275
2459320.07954816 20.335 0.388
2459324.05292766 19.506 0.19
2459324.0547708 19.874 0.223
2459324.05754002 20.263 0.318
2459324.06260741 19.914 0.282
2459350.02770518 19.201 0.168
2459350.03049144 19.242 0.145
2459350.06360556 19.139 0.165
2459350.07000916 19.449 0.208
2459354.01893784 18.203 0.059
2459354.02217514 18.379 0.097
2459354.04596341 18.126 0.073
2459354.07435311 18.312 0.085
2459371.97936268 21.066 0.917
2459372.04237462 21.457 0.911
2459375.91674795 20.567 0.5
2459375.91905017 21.187 0.97
2459377.88883021 20.499 0.49
2459378.89600062 21.152 0.929
2459378.90270923 21.306 1.058
2459379.88321874 20.254 0.317
2459379.88874824 20.553 0.491
2459379.94266515 21.353 0.989
2459380.88331852 21.029 0.748
2459380.89569465 20.385 0.546
2459381.90397163 21.132 0.807
2459405.88320286 19.89 0.564
2459409.9129347 19.829 0.421
2459409.91842406 20.517 0.94
2459427.88021504 20.457 0.452
2459428.93254606 20.303 0.359
2459428.95697004 20.721 0.656
2459431.84050546 20.411 0.455
2459431.84696769 20.737 0.713
2459431.85802109 21.161 1.047
2459435.84381464 21.097 1.048
2459435.84704374 20.565 0.567
2459435.85303091 20.834 0.597
2459435.86501427 20.527 0.398
2459457.79075954 20.494 0.587
2459457.79624551 20.339 0.495
2459667.55813017 21.163 0.77
2459789.59653265 20.948 0.951
2459789.61375945 20.855 0.835
2459792.33936931 21.063 0.818
2459809.61259074 16.456 0.012
2459814.61400822 15.708 0.006
2459817.59887459 20.947 0.738
2459818.53613703 20.305 0.424
2459818.54471205 21.054 0.842
2459822.58559703 20.676 0.675
2459822.59473998 21.082 0.874
2459851.24254708 20.384 0.539
2460022.60829524 18.806 0.703
2460026.57245825 19.872 0.521
2460052.80920429 20.791 0.67
2460052.84011663 20.679 0.865
2460056.79776976 20.87 0.754
2460081.4542368 21.169 0.83
2460081.4574211 21.599 1.05
2460081.46017036 21.052 0.843
2460084.47156866 20.9 0.618
2460087.67505711 17.497 0.624
2460112.73446061 20.78 0.965
